Contig	GS	EFP	BM	GN	EK	EHH
EHH3_k141_2075569	0	0	0	0	0	1
EHH3_k141_2075605	0	0	0	0	0	1
EHH3_k141_207562	0	0	0	0	0	1
EHH3_k141_207577	0	0	0	0	0	1
EHH3_k141_2075817	0	0	0	0	0	1
EHH3_k141_2075891	0	0	0	0	0	1
EHH3_k141_2076024	0	0	0	0	0	1
EHH3_k141_2076150	0	0	0	0	0	1
EHH3_k141_2076522	0	0	0	0	0	1
EHH3_k141_2076525	0	0	0	0	0	1
EHH3_k141_2076537	0	0	0	0	0	1
EHH3_k141_2076603	0	0	0	0	0	1
EHH3_k141_2076669	0	0	0	0	0	1
EHH3_k141_2076673	0	0	0	0	0	1
EHH3_k141_2076934	0	0	0	0	0	1
EHH3_k141_2076980	0	0	0	0	0	1
EHH3_k141_2077142	0	0	0	0	0	1
EHH3_k141_2077305	0	0	0	0	0	1
EHH3_k141_2077315	0	0	0	0	0	1
EHH3_k141_2077619	0	0	0	0	0	1
EHH3_k141_207762	0	0	0	0	0	1
EHH3_k141_2077877	0	0	0	0	1	1
EHH3_k141_2077899	0	0	0	0	0	1
EHH3_k141_2077946	0	0	0	0	0	1
EHH3_k141_2077947	0	0	0	0	0	1
EHH3_k141_2078053	0	0	0	0	0	1
EHH3_k141_207808	0	0	0	0	0	1
EHH3_k141_2078168	0	0	0	0	0	1
EHH3_k141_2078223	0	0	0	0	0	1
EHH3_k141_2078235	0	0	0	0	0	1
EHH3_k141_2078372	0	0	0	0	0	1
EHH3_k141_2078482	0	0	0	0	0	1
EHH3_k141_2078657	0	0	0	0	0	1
EHH3_k141_2078756	0	0	0	0	0	1
EHH3_k141_2078889	0	1	0	0	0	1
EHH3_k141_2079184	0	0	0	0	0	1
EHH3_k141_2079241	0	0	0	0	0	1
EHH3_k141_207925	0	1	0	0	0	1
EHH3_k141_2079333	0	0	0	0	0	1
EHH3_k141_207936	0	0	0	0	0	1
EHH3_k141_2079408	0	0	0	0	0	1
EHH3_k141_2079509	0	0	0	0	0	1
EHH3_k141_2079531	0	1	0	0	0	1
EHH3_k141_2079592	0	1	0	0	0	1
EHH3_k141_2079603	0	0	0	0	0	1
EHH3_k141_2079653	0	0	0	0	0	1
EHH3_k141_207969	0	0	0	0	0	1
EHH3_k141_2079690	0	0	0	0	0	1
EHH3_k141_2079822	0	0	0	0	0	1
EHH3_k141_2079848	0	0	0	0	0	1
EHH3_k141_2079889	0	0	0	0	0	1
EHH3_k141_208000	0	0	0	0	0	1
EHH3_k141_208023	0	0	0	0	0	1
EHH3_k141_2080449	0	1	0	0	0	1
EHH3_k141_208050	0	0	0	0	0	1
EHH3_k141_2080538	0	0	0	0	0	1
EHH3_k141_2080703	0	0	0	0	0	1
EHH3_k141_2080801	0	0	0	0	0	1
EHH3_k141_2080807	0	1	0	0	0	1
EHH3_k141_208101	0	0	0	0	0	1
EHH3_k141_2081182	0	0	0	0	0	1
EHH3_k141_2081230	0	1	0	0	0	1
EHH3_k141_2081276	0	0	0	0	0	1
EHH3_k141_2081390	0	0	0	0	0	1
EHH3_k141_2081634	0	0	0	0	1	1
EHH3_k141_208164	0	0	0	0	0	1
EHH3_k141_2081974	0	0	0	0	0	1
EHH3_k141_2082069	0	0	0	0	0	1
EHH3_k141_2082116	0	0	0	0	0	1
EHH3_k141_2082193	0	0	0	0	0	1
EHH3_k141_2082254	0	0	0	0	0	1
EHH3_k141_2082366	0	0	0	0	0	1
EHH3_k141_2082508	0	0	0	0	0	1
EHH3_k141_2082725	0	1	0	0	0	1
EHH3_k141_2082841	0	0	0	0	0	1
EHH3_k141_2082879	0	0	0	0	0	1
EHH3_k141_2082894	0	0	0	0	0	1
EHH3_k141_2083227	0	0	0	0	0	1
EHH3_k141_2083231	0	0	0	0	0	1
EHH3_k141_2083233	0	1	0	0	0	1
EHH3_k141_2083533	0	0	0	0	0	1
EHH3_k141_2083802	0	0	0	0	0	1
EHH3_k141_208387	0	0	0	0	0	1
EHH3_k141_2083985	0	0	0	0	0	1
EHH3_k141_2083997	0	0	0	0	0	1
EHH3_k141_2084028	0	0	0	0	0	1
EHH3_k141_2084075	0	0	0	0	0	1
EHH3_k141_2084098	0	0	0	0	0	1
EHH3_k141_208424	0	0	0	0	0	1
EHH3_k141_2084457	0	0	0	0	0	1
EHH3_k141_2084531	0	0	0	0	0	1
EHH3_k141_2084571	0	1	0	0	0	1
EHH3_k141_2084650	0	0	0	0	0	1
EHH3_k141_2084767	0	0	0	0	0	1
EHH3_k141_2084988	0	0	0	0	0	1
EHH3_k141_2085438	0	0	0	0	0	1
EHH3_k141_2085504	0	0	0	0	0	1
EHH3_k141_2085565	0	0	0	0	0	1
EHH3_k141_2085795	0	0	0	0	0	1
EHH3_k141_2085860	0	0	0	0	0	1
EHH3_k141_2085992	0	0	0	0	0	1
EHH3_k141_2086267	0	1	0	0	0	1
EHH3_k141_2086342	0	0	0	0	0	1
EHH3_k141_2086367	0	0	0	0	0	1
EHH3_k141_2086437	0	0	0	0	0	1
EHH3_k141_2086564	0	0	0	0	0	1
EHH3_k141_2086638	0	0	0	0	0	1
EHH3_k141_2086657	0	0	0	0	0	1
EHH3_k141_2086663	0	0	0	0	0	1
EHH3_k141_2086859	0	0	0	0	0	1
EHH3_k141_2087047	0	0	0	0	0	1
EHH3_k141_2087079	0	1	0	0	0	1
EHH3_k141_2087095	0	0	0	0	0	1
EHH3_k141_2087160	0	0	0	0	0	1
EHH3_k141_2087215	0	0	0	0	0	1
EHH3_k141_2087307	0	0	0	0	0	1
EHH3_k141_2087314	0	0	0	0	0	1
EHH3_k141_2087515	0	0	0	0	0	1
EHH3_k141_2087597	0	0	0	0	0	1
EHH3_k141_2087759	0	0	0	0	0	1
EHH3_k141_2087809	0	0	0	0	0	1
EHH3_k141_2087863	0	0	0	0	0	1
EHH3_k141_2087975	0	1	0	0	1	1
EHH3_k141_2088010	0	0	0	0	0	1
EHH3_k141_208815	0	0	0	0	0	1
EHH3_k141_2088234	0	0	0	0	0	1
EHH3_k141_2088732	0	0	0	0	0	1
EHH3_k141_2088799	0	1	0	0	0	1
EHH3_k141_2088817	0	0	0	0	0	1
EHH3_k141_2088828	0	0	0	0	0	1
EHH3_k141_2089024	0	0	0	0	0	1
EHH3_k141_2089030	0	0	0	0	0	1
EHH3_k141_208922	0	0	0	0	0	1
EHH3_k141_2089382	0	0	0	0	0	1
EHH3_k141_2089520	0	0	0	0	0	1
EHH3_k141_2089594	0	0	0	0	0	1
EHH3_k141_2089680	0	0	0	0	0	1
EHH3_k141_2089690	0	0	0	0	0	1
EHH3_k141_2089838	0	1	0	0	0	1
EHH3_k141_2089903	0	0	0	0	0	1
EHH3_k141_2090255	0	0	0	0	0	1
EHH3_k141_2090366	0	0	0	0	0	1
EHH3_k141_2090380	0	1	0	0	0	1
EHH3_k141_2090412	0	0	0	0	0	1
EHH3_k141_2090752	0	0	0	0	0	1
EHH3_k141_2091205	0	0	0	0	0	1
EHH3_k141_2091235	0	0	0	0	0	1
EHH3_k141_2091355	0	0	0	0	0	1
EHH3_k141_2091607	0	0	0	0	0	1
EHH3_k141_2091748	0	0	0	0	0	1
EHH3_k141_2091761	0	0	0	0	0	1
EHH3_k141_2091917	0	0	0	0	0	1
EHH3_k141_2091948	0	0	0	0	0	1
EHH3_k141_2092109	0	0	0	0	0	1
EHH3_k141_2092205	0	0	0	0	0	1
EHH3_k141_2092312	0	0	0	0	0	1
EHH3_k141_2092407	0	0	0	0	0	1
EHH3_k141_209248	0	0	0	0	0	1
EHH3_k141_2092628	0	0	0	0	0	1
EHH3_k141_2092642	0	0	0	0	0	1
EHH3_k141_2092644	0	0	0	0	0	1
EHH3_k141_2092723	0	0	0	0	0	1
EHH3_k141_2092871	0	0	0	0	0	1
EHH3_k141_2092908	0	0	0	0	0	1
EHH3_k141_2093097	0	0	0	0	0	1
EHH3_k141_2093104	0	0	0	0	0	1
EHH3_k141_2093207	0	0	0	0	0	1
EHH3_k141_2093547	0	0	0	0	0	1
EHH3_k141_2093550	0	1	0	0	0	1
EHH3_k141_2093640	0	0	0	0	0	1
EHH3_k141_2093680	0	0	0	0	0	1
EHH3_k141_2093707	0	0	0	0	0	1
EHH3_k141_2093869	0	0	0	0	0	1
EHH3_k141_2093938	0	0	0	0	0	1
EHH3_k141_2093995	0	0	0	0	0	1
EHH3_k141_2094003	0	0	0	0	0	1
EHH3_k141_2094127	0	0	0	0	0	1
EHH3_k141_2094163	0	0	0	0	0	1
EHH3_k141_209417	0	0	0	0	0	0
EHH3_k141_209422	0	0	0	0	0	1
EHH3_k141_2094223	0	0	0	0	0	1
EHH3_k141_2094225	0	0	0	0	0	1
EHH3_k141_2094256	0	0	0	0	0	1
EHH3_k141_2094344	0	1	0	0	0	1
EHH3_k141_2094345	0	0	0	0	0	1
EHH3_k141_2094719	0	0	0	0	0	1
EHH3_k141_2094792	0	0	0	0	0	1
EHH3_k141_2094968	0	0	0	0	0	1
EHH3_k141_2095029	0	0	0	0	0	1
EHH3_k141_2095087	0	0	0	0	0	1
EHH3_k141_2095093	0	0	0	0	0	1
EHH3_k141_209522	0	0	0	0	0	1
EHH3_k141_2095271	0	0	0	0	1	1
EHH3_k141_2095274	0	0	0	0	0	0
EHH3_k141_2095296	0	0	0	0	0	1
EHH3_k141_2095423	0	0	0	0	0	1
EHH3_k141_2095444	0	0	0	0	0	1
EHH3_k141_2095584	0	1	0	0	0	1
EHH3_k141_2095667	0	0	0	0	0	1
EHH3_k141_2095695	0	0	0	0	0	1
EHH3_k141_2095826	0	0	0	0	0	1
EHH3_k141_2096040	0	0	0	0	0	1
EHH3_k141_2096060	0	0	0	0	0	1
EHH3_k141_2096273	0	0	0	0	0	1
EHH3_k141_2096326	0	0	0	0	0	1
EHH3_k141_2096549	0	0	0	0	0	0
EHH3_k141_2096604	0	0	0	0	0	1
EHH3_k141_2096606	0	0	0	0	0	1
EHH3_k141_2096616	0	0	0	0	0	1
EHH3_k141_2096637	0	0	0	0	0	1
EHH3_k141_2096691	0	0	0	0	0	1
EHH3_k141_2096696	0	0	0	0	0	1
EHH3_k141_2096723	0	0	0	0	0	1
EHH3_k141_2096751	0	0	0	0	0	1
EHH3_k141_2096800	0	0	0	0	0	0
EHH3_k141_2096811	0	0	0	0	0	1
EHH3_k141_2096998	0	0	0	0	0	1
EHH3_k141_2097217	0	0	0	0	0	1
EHH3_k141_2097250	0	0	0	0	0	1
EHH3_k141_2097254	0	0	0	0	0	1
EHH3_k141_2097350	0	0	0	0	0	1
EHH3_k141_2097628	0	0	0	0	0	1
EHH3_k141_2097801	0	0	0	0	0	1
EHH3_k141_2097984	0	0	0	0	0	1
EHH3_k141_2098351	0	0	0	0	0	1
EHH3_k141_209845	0	0	0	0	0	1
EHH3_k141_2098653	0	0	0	0	0	1
EHH3_k141_2098722	0	0	0	0	0	1
EHH3_k141_2098772	0	0	0	0	0	1
EHH3_k141_2099003	0	0	0	0	0	1
EHH3_k141_2099134	0	0	0	0	0	1
EHH3_k141_2099146	0	1	0	0	0	1
EHH3_k141_2099461	0	1	0	0	0	1
EHH3_k141_2099494	0	0	0	0	0	1
EHH3_k141_2099588	0	0	0	0	0	1
EHH3_k141_2099635	0	1	0	0	0	1
EHH3_k141_2099686	0	0	0	0	0	1
EHH3_k141_209973	0	0	0	0	0	1
EHH3_k141_2099747	0	0	0	0	0	1
EHH3_k141_2099836	0	0	0	0	0	1
EHH3_k141_2099962	0	1	0	0	0	1
EHH3_k141_2099965	0	0	0	0	0	1
EHH3_k141_2099996	0	0	0	0	0	1
EHH3_k141_2100016	0	1	0	0	0	1
EHH3_k141_2100023	0	0	0	0	0	1
EHH3_k141_2100193	0	0	0	0	0	1
EHH3_k141_2100246	0	0	0	0	0	1
EHH3_k141_2100404	0	0	0	0	0	1
EHH3_k141_2100506	0	1	0	0	0	1
EHH3_k141_2100603	0	0	0	0	0	1
EHH3_k141_2100653	0	0	0	0	0	0
EHH3_k141_2100703	0	0	0	0	0	1
EHH3_k141_2100758	0	0	0	0	1	1
EHH3_k141_2100973	0	0	0	0	0	0
EHH3_k141_2101046	0	1	0	0	0	1
EHH3_k141_2101048	0	0	0	0	0	1
EHH3_k141_2101295	0	0	0	0	0	1
EHH3_k141_2101387	0	0	0	0	0	1
EHH3_k141_2101399	0	0	0	0	0	1
EHH3_k141_2101401	0	0	0	0	0	1
EHH3_k141_2101467	0	0	0	0	0	1
EHH3_k141_2101620	0	0	0	0	0	1
EHH3_k141_2101708	0	0	0	0	0	1
EHH3_k141_2101839	0	1	0	0	0	1
EHH3_k141_2102007	0	0	0	0	0	1
EHH3_k141_2102098	0	0	0	0	0	1
EHH3_k141_2102121	0	0	0	0	0	1
EHH3_k141_210271	0	0	0	0	0	1
EHH3_k141_2102910	0	0	0	0	0	1
EHH3_k141_2103079	0	0	0	0	0	1
EHH3_k141_2103272	0	0	0	0	0	1
EHH3_k141_210336	0	0	0	0	0	1
EHH3_k141_2103405	0	0	0	0	0	1
EHH3_k141_2103582	0	0	0	0	0	1
EHH3_k141_2103686	0	1	0	0	0	1
EHH3_k141_2103709	0	0	0	0	0	1
EHH3_k141_2103876	0	0	0	0	0	1
EHH3_k141_210403	0	0	0	0	0	1
EHH3_k141_2104046	0	0	0	0	0	1
EHH3_k141_2104165	0	0	0	0	0	1
EHH3_k141_2104174	0	0	0	0	0	1
EHH3_k141_2104183	0	1	0	0	0	1
EHH3_k141_2104377	0	0	0	0	0	1
EHH3_k141_2104600	0	0	0	0	0	1
EHH3_k141_2104694	0	0	0	0	0	1
EHH3_k141_2104857	0	0	0	0	0	1
EHH3_k141_2104921	0	0	0	0	0	1
EHH3_k141_2104975	0	0	0	0	0	1
EHH3_k141_210499	0	0	0	0	0	1
EHH3_k141_2105116	0	1	0	0	0	1
EHH3_k141_2105168	0	0	0	0	0	1
EHH3_k141_2105170	0	0	0	0	0	1
EHH3_k141_210520	0	0	0	0	0	1
EHH3_k141_2105308	0	0	0	0	0	1
EHH3_k141_2105491	0	0	0	0	0	1
EHH3_k141_2105511	0	0	0	0	0	1
EHH3_k141_2105665	0	0	0	0	0	1
EHH3_k141_2105776	0	0	0	0	0	1
EHH3_k141_2105795	0	0	0	0	0	0
EHH3_k141_2105806	0	0	0	0	0	1
EHH3_k141_2105907	0	0	0	0	0	1
EHH3_k141_2106204	0	0	0	0	0	1
EHH3_k141_2106537	0	1	0	0	0	1
EHH3_k141_2106592	0	0	0	0	0	1
EHH3_k141_2106601	0	0	0	0	0	1
EHH3_k141_2106696	0	0	0	0	0	1
EHH3_k141_2106754	0	0	0	0	0	1
EHH3_k141_2106778	0	0	0	0	0	1
EHH3_k141_2106967	0	0	0	0	0	1
EHH3_k141_2107190	0	0	0	0	0	1
EHH3_k141_2107516	0	0	0	0	1	1
EHH3_k141_2107556	0	0	0	0	0	1
EHH3_k141_2107661	0	0	0	0	0	1
EHH3_k141_210783	0	0	0	0	0	1
EHH3_k141_2107878	0	0	0	0	0	1
EHH3_k141_2107912	0	0	0	0	0	1
EHH3_k141_2107954	0	0	0	0	0	1
EHH3_k141_2107972	0	0	0	0	0	1
EHH3_k141_2108179	0	0	0	0	0	1
EHH3_k141_2108313	0	0	0	0	0	1
EHH3_k141_2108478	0	0	0	0	0	1
EHH3_k141_2108575	0	0	0	0	0	1
EHH3_k141_2108634	0	0	0	0	0	1
EHH3_k141_2108714	0	0	0	0	0	1
EHH3_k141_2108717	0	0	0	0	0	1
EHH3_k141_2108844	0	0	0	0	0	1
EHH3_k141_2109136	0	0	0	0	0	1
EHH3_k141_2109268	0	0	0	0	0	1
EHH3_k141_2109301	0	0	0	0	0	1
EHH3_k141_2109523	0	0	0	0	0	1
EHH3_k141_2109543	0	0	0	0	0	1
EHH3_k141_2109596	0	0	0	0	0	1
EHH3_k141_210961	0	1	0	0	0	1
EHH3_k141_2109684	0	0	0	0	0	1
EHH3_k141_2109756	0	0	0	0	0	1
EHH3_k141_2109880	0	0	0	0	0	1
EHH3_k141_211008	0	0	0	0	0	1
EHH3_k141_211011	0	1	0	0	0	1
EHH3_k141_2110110	0	0	0	0	0	1
EHH3_k141_2110552	0	0	0	0	0	1
EHH3_k141_2110563	0	0	0	0	0	1
EHH3_k141_2110788	0	0	0	0	0	1
EHH3_k141_2110806	0	0	0	0	0	1
EHH3_k141_2110876	0	0	0	0	0	1
EHH3_k141_2111212	0	0	0	0	0	1
EHH3_k141_2111356	0	0	0	0	0	1
EHH3_k141_211141	0	0	0	0	0	1
EHH3_k141_2111451	0	0	0	0	0	1
EHH3_k141_2111463	0	0	0	0	0	1
EHH3_k141_2111488	0	0	0	0	0	1
EHH3_k141_2111497	0	0	0	0	0	1
EHH3_k141_211161	0	0	0	0	0	1
EHH3_k141_211164	0	0	0	0	0	1
EHH3_k141_2111675	0	0	0	0	0	1
EHH3_k141_2111719	0	0	0	0	0	1
EHH3_k141_2111767	0	0	0	0	0	1
EHH3_k141_211196	0	0	0	0	0	1
EHH3_k141_2112032	0	0	0	0	0	1
EHH3_k141_2112153	0	0	0	0	0	1
EHH3_k141_2112183	0	0	0	0	0	1
EHH3_k141_2112261	0	0	0	0	0	1
EHH3_k141_2112372	0	0	0	0	0	1
EHH3_k141_2112383	0	0	0	0	0	1
EHH3_k141_2112386	0	0	0	0	0	1
EHH3_k141_211239	0	0	0	0	0	1
EHH3_k141_2112710	0	0	0	0	0	1
EHH3_k141_2112760	0	0	0	0	0	1
EHH3_k141_2112861	0	0	0	0	0	1
EHH3_k141_2113021	0	0	0	0	0	1
EHH3_k141_2113201	0	0	0	0	0	1
EHH3_k141_2113251	0	0	0	0	0	1
EHH3_k141_2113335	0	0	0	0	0	1
EHH3_k141_2113383	0	0	0	0	0	1
EHH3_k141_2113485	0	0	0	0	0	1
EHH3_k141_2113502	0	0	0	0	0	1
EHH3_k141_2113754	0	0	0	0	0	1
EHH3_k141_2113775	0	0	0	0	0	1
EHH3_k141_211399	0	0	0	0	0	1
EHH3_k141_2114144	0	0	0	0	0	1
EHH3_k141_2114171	0	0	0	0	0	1
EHH3_k141_2114187	0	0	0	0	0	1
EHH3_k141_2114476	0	0	0	0	0	1
EHH3_k141_2114483	0	0	0	0	0	1
EHH3_k141_2114490	0	0	0	0	0	1
EHH3_k141_2114498	0	0	0	0	0	1
EHH3_k141_2114596	0	0	0	0	0	1
EHH3_k141_2114669	0	0	0	0	0	1
EHH3_k141_2114746	0	1	0	0	0	0
EHH3_k141_211481	0	0	0	0	0	1
EHH3_k141_2114871	0	0	0	0	0	1
EHH3_k141_2114937	0	0	0	0	0	1
EHH3_k141_2115062	0	0	0	0	0	1
EHH3_k141_211508	0	0	0	0	0	1
EHH3_k141_2115194	0	0	0	0	0	1
EHH3_k141_211532	0	0	0	0	0	1
EHH3_k141_2115467	0	0	0	0	0	1
EHH3_k141_2115562	0	0	0	0	0	1
EHH3_k141_2115572	0	0	0	0	0	1
EHH3_k141_2115771	0	0	0	0	0	1
EHH3_k141_2115899	0	0	0	0	0	1
EHH3_k141_2116023	0	0	0	0	0	1
EHH3_k141_2116030	0	0	0	0	0	0
EHH3_k141_2116316	0	1	0	0	0	1
EHH3_k141_2116373	0	1	0	0	0	1
EHH3_k141_2116476	0	1	0	0	0	1
EHH3_k141_2116506	0	0	0	0	0	1
EHH3_k141_2116591	0	0	0	0	0	1
EHH3_k141_2116929	0	0	0	0	0	1
EHH3_k141_2117189	0	0	0	0	0	1
EHH3_k141_2117331	0	1	0	0	1	1
EHH3_k141_211735	0	1	0	0	0	1
EHH3_k141_2117476	0	0	0	0	0	1
EHH3_k141_2117514	0	1	0	0	0	1
EHH3_k141_2117541	0	0	0	0	0	1
EHH3_k141_2117682	0	1	0	0	0	1
EHH3_k141_2117819	0	1	0	0	0	1
EHH3_k141_211822	0	0	0	0	0	1
EHH3_k141_2118292	0	0	0	0	0	1
EHH3_k141_211837	0	0	0	0	0	1
EHH3_k141_2118502	0	0	0	0	0	1
EHH3_k141_2118771	0	0	0	0	0	1
EHH3_k141_2118860	0	0	0	0	0	1
EHH3_k141_2119025	0	0	0	0	0	1
EHH3_k141_2119102	0	0	0	0	0	1
EHH3_k141_2119339	0	1	0	0	0	1
EHH3_k141_2119431	0	0	0	0	0	1
EHH3_k141_2119652	0	0	0	0	0	1
EHH3_k141_2119682	0	0	0	0	0	1
EHH3_k141_2119870	0	0	0	0	0	1
EHH3_k141_2119871	0	0	0	0	0	1
EHH3_k141_2119974	0	0	0	0	0	1
EHH3_k141_212000	0	0	0	0	0	0
EHH3_k141_2120092	0	0	0	0	0	1
EHH3_k141_2120267	0	0	0	0	0	1
EHH3_k141_2120332	0	0	0	0	0	1
EHH3_k141_2120600	0	0	0	0	0	0
EHH3_k141_2120665	0	0	0	0	0	1
EHH3_k141_2120668	0	0	0	0	0	1
EHH3_k141_2120688	0	0	0	0	0	1
EHH3_k141_2120962	0	0	0	0	0	1
EHH3_k141_2121030	0	0	0	0	0	1
EHH3_k141_2121155	0	0	0	0	0	1
EHH3_k141_2121709	0	0	0	0	0	1
EHH3_k141_2121743	0	1	0	0	0	1
EHH3_k141_2121828	0	0	0	0	0	1
EHH3_k141_2121895	0	0	0	0	0	1
EHH3_k141_2121901	0	0	0	0	0	1
EHH3_k141_2121909	0	0	0	0	0	1
EHH3_k141_2122011	0	0	0	0	0	1
EHH3_k141_2122014	0	0	0	0	0	1
EHH3_k141_2122163	0	0	0	0	0	1
EHH3_k141_2122238	0	0	0	0	0	1
EHH3_k141_2122416	0	0	0	0	0	1
EHH3_k141_2122755	0	0	0	0	0	1
EHH3_k141_2122865	0	0	0	0	0	1
EHH3_k141_2122999	0	0	0	0	0	1
EHH3_k141_2123096	0	0	0	0	0	1
EHH3_k141_2123165	0	0	0	0	0	1
EHH3_k141_21232	0	0	0	0	0	1
EHH3_k141_2123247	0	0	0	0	0	0
EHH3_k141_2123264	0	0	0	0	0	1
EHH3_k141_2123396	0	0	0	0	0	1
EHH3_k141_2123523	0	0	0	0	0	1
EHH3_k141_2123569	0	0	0	0	0	1
EHH3_k141_2123572	0	0	0	0	0	0
EHH3_k141_2123663	0	1	0	0	0	1
EHH3_k141_2123745	0	0	0	0	0	1
EHH3_k141_2123870	0	0	0	0	0	1
EHH3_k141_2123894	0	0	0	0	0	1
EHH3_k141_2123952	0	0	0	0	0	1
EHH3_k141_212398	0	1	0	0	0	1
EHH3_k141_2124029	0	0	0	0	0	1
EHH3_k141_2124048	0	0	0	0	0	1
EHH3_k141_2124070	0	0	0	0	0	1
EHH3_k141_2124121	0	0	0	0	0	1
EHH3_k141_2124144	0	0	0	0	0	1
EHH3_k141_2124288	0	0	0	0	0	1
EHH3_k141_2124309	0	0	0	0	0	1
EHH3_k141_2124316	0	0	0	0	0	1
EHH3_k141_2124345	0	0	0	0	0	1
EHH3_k141_2124373	0	0	0	0	0	1
EHH3_k141_2124399	0	0	0	0	0	0
EHH3_k141_2124418	0	0	0	0	0	1
EHH3_k141_2124527	0	0	0	0	0	1
EHH3_k141_2124656	0	1	0	0	0	1
EHH3_k141_2124657	0	1	0	0	0	1
EHH3_k141_2124770	0	0	0	0	0	1
EHH3_k141_2124847	0	0	0	0	0	1
EHH3_k141_2124885	0	0	0	0	0	1
EHH3_k141_2125054	0	0	0	0	0	1
EHH3_k141_2125079	0	0	0	0	0	1
EHH3_k141_212514	0	0	0	0	0	1
EHH3_k141_2125237	0	0	0	0	0	1
EHH3_k141_2125541	0	0	0	0	0	1
EHH3_k141_2125558	0	0	0	0	0	0
EHH3_k141_2125920	0	0	0	0	0	1
EHH3_k141_2126208	0	0	0	0	0	1
EHH3_k141_2126460	0	0	0	0	0	1
EHH3_k141_2126512	0	0	0	0	0	1
EHH3_k141_2126556	0	1	0	0	0	1
EHH3_k141_2126661	0	0	0	0	0	1
EHH3_k141_2126758	0	0	0	0	0	1
EHH3_k141_2126893	0	0	0	0	0	1
EHH3_k141_2126932	0	0	0	0	0	1
EHH3_k141_2126992	0	0	0	0	0	1
EHH3_k141_212706	0	0	0	0	0	1
EHH3_k141_2127222	0	0	0	0	0	1
EHH3_k141_2127267	0	1	0	0	0	1
EHH3_k141_2127336	0	0	0	0	0	1
EHH3_k141_2127363	0	1	0	0	0	1
EHH3_k141_2127393	0	1	0	0	0	1
EHH3_k141_2127421	0	0	0	0	0	1
EHH3_k141_2127569	0	0	0	0	0	1
EHH3_k141_2127671	0	1	0	0	0	1
EHH3_k141_2127769	0	0	0	0	0	1
EHH3_k141_212792	0	1	0	0	0	1
EHH3_k141_2127958	0	0	0	0	0	1
EHH3_k141_2128020	0	0	0	0	0	1
EHH3_k141_2128081	0	0	0	0	0	1
EHH3_k141_2128113	0	1	0	0	0	1
EHH3_k141_2128136	0	1	0	0	0	1
EHH3_k141_2128195	0	0	0	0	0	1
EHH3_k141_2128324	0	0	0	0	0	1
EHH3_k141_2128361	0	1	0	0	0	1
EHH3_k141_2128367	0	0	0	0	0	1
EHH3_k141_2128401	0	0	0	0	0	0
EHH3_k141_2128444	0	0	0	0	0	1
EHH3_k141_2128762	0	0	0	0	0	1
EHH3_k141_2128841	0	0	0	0	0	1
EHH3_k141_2129000	0	0	0	0	0	1
EHH3_k141_2129029	0	0	0	0	0	1
EHH3_k141_2129382	0	0	0	0	0	1
EHH3_k141_2129482	0	0	0	0	0	1
EHH3_k141_2129496	0	0	0	0	0	1
EHH3_k141_212962	0	0	0	0	0	1
EHH3_k141_2129677	0	0	0	0	0	1
EHH3_k141_2130053	0	1	0	0	0	1
EHH3_k141_2130070	0	0	0	0	0	1
EHH3_k141_2130106	0	0	0	0	0	1
EHH3_k141_213022	0	0	0	0	0	1
EHH3_k141_2130386	0	0	0	0	0	1
EHH3_k141_2130392	0	0	0	0	1	1
EHH3_k141_2130781	0	0	0	0	0	1
EHH3_k141_2130865	0	1	0	0	0	1
EHH3_k141_2130868	0	0	0	0	0	1
EHH3_k141_2130972	0	0	0	0	0	1
EHH3_k141_2131544	0	0	0	0	0	1
EHH3_k141_213161	0	0	0	0	0	1
EHH3_k141_2131729	0	0	0	0	0	1
EHH3_k141_2131771	0	0	0	0	0	1
EHH3_k141_2131776	0	0	0	0	0	1
EHH3_k141_2131890	0	0	0	0	0	1
EHH3_k141_2131969	0	0	0	0	0	0
EHH3_k141_2132023	0	1	0	0	0	1
EHH3_k141_2132042	0	0	0	0	0	1
EHH3_k141_2132112	0	0	0	0	0	1
EHH3_k141_2132129	0	0	0	0	0	1
EHH3_k141_2132133	0	0	0	0	0	1
EHH3_k141_2132280	0	0	0	0	0	1
EHH3_k141_2132393	0	0	0	0	0	1
EHH3_k141_2132430	0	0	0	0	0	1
EHH3_k141_2132434	0	0	0	0	0	1
EHH3_k141_2132826	0	0	0	0	0	1
EHH3_k141_2132869	0	0	0	0	0	1
EHH3_k141_2132891	0	0	0	0	0	1
EHH3_k141_2132923	0	0	0	0	0	1
EHH3_k141_2133055	0	0	0	0	0	1
EHH3_k141_2133080	0	0	0	0	0	1
EHH3_k141_2133125	0	1	0	0	0	1
EHH3_k141_2133167	0	0	0	0	0	1
EHH3_k141_2133169	0	0	0	0	0	1
EHH3_k141_2133370	0	0	0	0	0	1
EHH3_k141_2133410	0	0	0	0	0	1
EHH3_k141_213351	0	0	0	0	0	1
EHH3_k141_2133783	0	0	0	0	0	1
EHH3_k141_2133997	0	0	0	0	0	1
EHH3_k141_2134168	0	0	0	0	0	1
EHH3_k141_2134227	0	0	0	0	0	1
EHH3_k141_2134281	0	0	0	0	0	1
EHH3_k141_2134406	0	0	0	0	0	1
EHH3_k141_2134422	0	0	0	0	0	1
EHH3_k141_2134509	0	0	0	0	0	1
EHH3_k141_2134653	0	0	0	0	0	1
EHH3_k141_2134657	0	0	0	0	0	1
