Contig	GS	EFP	BM	GN	EK	EHH
BM3_k141_2455410	0	0	1	0	0	0
BM3_k141_2455709	0	0	1	0	0	0
BM3_k141_2455756	0	0	1	0	0	0
BM3_k141_2455809	0	0	1	0	0	0
BM3_k141_2455813	0	0	1	0	0	0
BM3_k141_2455828	0	0	1	0	0	0
BM3_k141_2455835	0	0	1	0	0	0
BM3_k141_2456047	0	0	1	0	0	0
BM3_k141_2456506	0	0	1	0	0	0
BM3_k141_2456646	0	0	1	0	0	0
BM3_k141_2456686	0	0	1	0	0	0
BM3_k141_2457061	0	0	1	0	0	0
BM3_k141_2457294	0	0	1	0	0	0
BM3_k141_245737	0	0	1	0	0	0
BM3_k141_2457407	0	0	1	0	0	0
BM3_k141_2457434	0	0	1	0	0	0
BM3_k141_2457443	0	0	1	0	0	0
BM3_k141_2457666	0	0	1	0	0	0
BM3_k141_2457785	0	0	1	0	0	0
BM3_k141_245817	0	0	1	0	0	0
BM3_k141_2458211	0	0	1	0	0	0
BM3_k141_2458259	0	0	1	0	0	0
BM3_k141_2458287	0	0	1	0	0	0
BM3_k141_2458496	0	0	1	0	0	0
BM3_k141_2458578	0	0	1	0	0	0
BM3_k141_2458765	0	0	0	0	0	0
BM3_k141_2458871	0	0	1	0	0	0
BM3_k141_2458948	0	0	1	0	0	0
BM3_k141_2459033	0	0	1	0	0	0
BM3_k141_2459037	0	0	1	0	0	0
BM3_k141_2459206	0	0	1	0	0	0
BM3_k141_2459245	0	0	1	0	0	0
BM3_k141_2459356	0	0	1	0	0	0
BM3_k141_2459648	0	0	1	0	0	0
BM3_k141_2459707	0	0	1	0	0	0
BM3_k141_2459744	0	0	1	0	0	0
BM3_k141_2459762	0	0	1	0	0	0
BM3_k141_2459830	0	0	1	0	0	0
BM3_k141_2459841	0	0	1	0	0	0
BM3_k141_245989	0	0	1	0	0	0
BM3_k141_246004	0	0	1	0	0	0
BM3_k141_2460123	0	0	1	0	0	0
BM3_k141_2460204	0	0	1	0	0	0
BM3_k141_2460451	0	0	1	0	0	0
BM3_k141_2460721	0	0	1	0	0	0
BM3_k141_246092	0	0	1	0	0	0
BM3_k141_2460943	0	0	1	0	0	0
BM3_k141_2460950	0	0	1	0	0	0
BM3_k141_2461183	0	0	1	0	0	0
BM3_k141_2461209	0	0	1	0	0	0
BM3_k141_2461374	0	0	1	0	0	0
BM3_k141_2461807	0	0	1	0	0	0
BM3_k141_2461872	0	0	1	0	0	0
BM3_k141_2461946	0	0	1	0	0	0
BM3_k141_2461954	0	0	1	0	0	0
BM3_k141_2462137	0	0	1	0	0	0
BM3_k141_2462290	0	0	1	0	0	0
BM3_k141_2462305	0	0	1	0	0	0
BM3_k141_2462405	0	0	1	0	0	0
BM3_k141_2462450	0	0	1	0	0	0
BM3_k141_246266	0	0	1	0	0	0
BM3_k141_246276	0	0	1	0	0	0
BM3_k141_2462968	1	0	1	0	0	0
BM3_k141_2462991	0	0	1	0	0	0
BM3_k141_2463072	0	0	1	0	0	0
BM3_k141_2463350	0	0	1	0	0	0
BM3_k141_2463422	0	0	1	0	0	0
BM3_k141_2463423	0	0	1	0	0	0
BM3_k141_2463649	0	0	1	0	0	0
BM3_k141_2463851	0	0	1	0	0	0
BM3_k141_2463905	0	0	1	0	0	0
BM3_k141_2464134	0	0	1	0	0	0
BM3_k141_2464222	0	0	1	0	0	0
BM3_k141_2464253	0	0	1	0	0	0
BM3_k141_2464601	0	0	1	0	0	0
BM3_k141_2464807	0	0	1	0	0	0
BM3_k141_2464864	0	0	1	0	0	0
BM3_k141_2464902	0	0	1	0	0	0
BM3_k141_2465030	0	0	1	0	0	0
BM3_k141_246508	0	0	1	0	0	0
BM3_k141_2465098	0	0	1	0	0	0
BM3_k141_24652	0	0	1	0	0	0
BM3_k141_2465262	0	0	1	0	0	0
BM3_k141_246534	0	0	1	0	0	0
BM3_k141_2465394	0	0	1	0	0	0
BM3_k141_2466172	0	0	1	0	0	0
BM3_k141_2466466	0	0	1	0	0	0
BM3_k141_2466999	0	0	1	0	0	0
BM3_k141_246709	0	0	1	0	0	0
BM3_k141_2467097	0	0	1	0	0	0
BM3_k141_2467321	0	0	1	0	0	0
BM3_k141_2467696	0	0	1	0	0	0
BM3_k141_2467704	0	0	1	0	0	0
BM3_k141_246775	0	0	1	0	0	0
BM3_k141_2467871	0	0	1	0	0	0
BM3_k141_2467956	0	0	1	0	0	0
BM3_k141_2467978	0	0	1	0	0	0
BM3_k141_2468026	0	0	0	0	0	0
BM3_k141_2468067	0	0	1	0	0	0
BM3_k141_2468254	0	0	1	0	0	0
BM3_k141_2468417	0	0	1	0	0	0
BM3_k141_2468455	0	0	1	0	0	0
BM3_k141_2468504	0	0	1	0	0	0
BM3_k141_2468889	0	0	1	0	0	0
BM3_k141_246914	0	0	1	0	0	0
BM3_k141_2469194	0	0	1	0	0	0
BM3_k141_2469298	0	0	1	0	0	0
BM3_k141_2469444	0	0	1	0	0	0
BM3_k141_2469647	0	0	1	0	0	0
BM3_k141_2469849	0	0	1	0	0	0
BM3_k141_2469990	0	0	1	0	0	0
BM3_k141_247	0	0	1	0	0	0
BM3_k141_247003	0	0	1	0	0	0
BM3_k141_2470038	0	0	1	0	0	0
BM3_k141_2470099	0	0	1	0	0	0
BM3_k141_2470124	0	0	1	0	0	0
BM3_k141_2470337	0	0	1	0	0	0
BM3_k141_2470536	0	0	1	0	0	0
BM3_k141_2470559	0	0	1	0	0	0
BM3_k141_2470610	0	0	1	0	0	0
BM3_k141_2470675	0	0	1	0	0	0
BM3_k141_2470864	0	0	1	0	0	0
BM3_k141_2470881	0	0	1	0	0	0
BM3_k141_2471022	0	0	1	0	0	0
BM3_k141_2471101	0	0	1	0	0	0
BM3_k141_2471137	0	0	0	0	0	0
BM3_k141_2471176	0	0	1	0	0	0
BM3_k141_2471229	0	0	1	0	0	0
BM3_k141_2471428	0	0	1	0	0	0
BM3_k141_2472079	0	0	1	0	0	0
BM3_k141_2472120	0	0	1	0	0	0
BM3_k141_2472206	0	0	1	0	0	0
BM3_k141_2472988	0	0	1	0	0	0
BM3_k141_2473138	0	0	1	0	0	0
BM3_k141_2473154	0	0	1	0	0	0
BM3_k141_2473195	0	0	1	0	0	0
BM3_k141_2473210	0	0	1	0	0	0
BM3_k141_2473453	0	0	1	0	0	0
BM3_k141_2473484	0	0	1	0	0	0
BM3_k141_2473530	0	0	1	0	0	0
BM3_k141_2473683	0	0	1	0	0	0
BM3_k141_2473728	0	0	1	0	0	0
BM3_k141_2473738	0	0	1	0	0	0
BM3_k141_2473755	0	0	1	0	0	0
BM3_k141_2473898	0	0	1	0	0	0
BM3_k141_247391	0	0	1	0	0	0
BM3_k141_247406	0	0	1	0	0	0
BM3_k141_2474121	0	0	1	0	0	0
BM3_k141_2474251	0	0	1	0	0	0
BM3_k141_2474349	0	0	1	0	0	0
BM3_k141_2474494	0	0	1	0	0	0
BM3_k141_2474637	0	0	1	0	0	0
BM3_k141_2474894	0	0	1	0	0	0
BM3_k141_247498	0	0	1	0	0	0
BM3_k141_2475060	0	0	1	0	0	0
BM3_k141_2475066	0	0	1	0	0	0
BM3_k141_2475130	0	0	1	0	0	0
BM3_k141_2475160	0	0	1	0	0	0
BM3_k141_2475304	0	0	1	0	0	0
BM3_k141_2475314	0	0	1	0	0	0
BM3_k141_2475424	0	0	1	0	0	0
BM3_k141_2475457	0	0	1	0	0	0
BM3_k141_2475528	0	0	1	0	0	0
BM3_k141_247567	0	0	1	0	0	0
BM3_k141_2475940	0	0	1	0	0	0
BM3_k141_2475969	0	0	1	0	0	0
BM3_k141_2476455	0	0	1	0	0	0
BM3_k141_2476643	0	0	1	0	0	0
BM3_k141_2476721	0	0	1	0	0	0
BM3_k141_2476734	0	0	1	0	0	0
BM3_k141_2476952	0	0	1	0	0	0
BM3_k141_2477019	0	0	1	0	0	0
BM3_k141_2477020	0	0	1	0	0	0
BM3_k141_247716	0	0	1	0	0	0
BM3_k141_2477188	0	0	1	0	0	0
BM3_k141_2477289	0	0	0	0	0	0
BM3_k141_2477666	0	0	1	0	0	0
BM3_k141_2477698	0	0	1	0	0	0
BM3_k141_2477759	0	0	1	0	0	0
BM3_k141_2477779	0	0	1	0	0	0
BM3_k141_2477888	0	0	1	0	0	0
BM3_k141_2478038	0	0	1	0	0	0
BM3_k141_2478060	0	0	1	0	0	0
BM3_k141_2478358	0	0	1	0	0	0
BM3_k141_2478487	0	0	1	0	0	0
BM3_k141_2478828	0	0	1	0	0	0
BM3_k141_2479111	0	0	1	0	0	0
BM3_k141_247913	0	0	1	0	0	0
BM3_k141_2479163	0	0	1	0	0	0
BM3_k141_2479183	0	0	1	0	0	0
BM3_k141_2479191	0	0	1	0	0	0
BM3_k141_2479208	0	0	1	0	0	0
BM3_k141_2479244	0	0	1	0	0	0
BM3_k141_2479301	0	0	1	0	0	0
BM3_k141_2479605	0	0	1	0	0	0
BM3_k141_2479635	0	0	1	0	0	0
BM3_k141_2479644	0	0	1	0	0	0
BM3_k141_2479707	0	0	1	0	0	0
BM3_k141_2479731	0	0	1	0	0	0
BM3_k141_247979	0	0	1	0	0	0
BM3_k141_247980	0	0	1	0	0	0
BM3_k141_2479923	0	0	1	0	0	0
BM3_k141_2480268	0	0	1	0	0	0
BM3_k141_2480445	0	0	1	0	0	0
BM3_k141_2480488	0	0	1	0	0	0
BM3_k141_248072	0	0	1	0	0	0
BM3_k141_2480740	0	0	1	0	0	0
BM3_k141_2480835	0	0	1	0	0	0
BM3_k141_2480917	0	0	1	0	0	0
BM3_k141_2480926	0	0	1	0	0	0
BM3_k141_2481020	0	0	1	0	0	0
BM3_k141_2481050	0	0	0	0	0	0
BM3_k141_2481131	0	0	1	0	0	0
BM3_k141_2481133	0	0	1	0	0	0
BM3_k141_2481646	0	0	1	0	0	0
BM3_k141_2481803	0	0	1	0	0	0
BM3_k141_2482113	0	0	1	0	0	0
BM3_k141_2482128	0	0	1	0	0	0
BM3_k141_2482165	0	0	1	0	0	0
BM3_k141_2482194	0	0	1	0	0	0
BM3_k141_248222	0	0	1	0	0	0
BM3_k141_248233	0	0	1	0	0	0
BM3_k141_2482393	0	0	1	0	0	0
BM3_k141_2482595	0	0	1	0	0	0
BM3_k141_2483141	0	0	1	0	0	0
BM3_k141_248320	0	0	1	0	0	0
BM3_k141_2483307	0	0	1	0	0	0
BM3_k141_2483611	0	0	1	0	0	0
BM3_k141_2483898	0	0	1	0	0	0
BM3_k141_2483899	0	0	1	0	0	0
BM3_k141_248409	0	0	1	0	0	0
BM3_k141_2484097	0	0	1	0	0	0
BM3_k141_2484408	0	0	1	0	0	0
BM3_k141_2484420	0	0	1	0	0	0
BM3_k141_2484552	0	0	1	0	0	0
BM3_k141_2484553	0	0	1	0	0	0
BM3_k141_2484913	0	0	1	0	0	0
BM3_k141_2485000	0	0	1	0	0	0
BM3_k141_2485008	0	0	1	0	0	0
BM3_k141_2485330	0	0	1	0	0	0
BM3_k141_2485335	0	0	1	0	0	0
BM3_k141_2485634	0	0	1	0	0	0
BM3_k141_2485684	0	0	1	0	0	0
BM3_k141_2485708	0	0	1	0	0	0
BM3_k141_2485776	0	0	0	0	0	0
BM3_k141_2486207	0	0	1	0	0	0
BM3_k141_2486334	0	0	1	0	0	0
BM3_k141_2486666	0	0	1	0	0	0
BM3_k141_2486720	0	0	1	0	0	0
BM3_k141_2486844	0	0	1	0	0	0
BM3_k141_248699	0	0	1	0	0	0
BM3_k141_2487115	0	0	1	0	0	0
BM3_k141_2487127	0	0	1	0	0	0
BM3_k141_2487306	0	0	1	0	0	0
BM3_k141_248765	0	0	1	0	0	0
BM3_k141_2487701	0	0	1	0	0	0
BM3_k141_248776	0	0	1	0	0	0
BM3_k141_2487764	0	0	1	0	0	0
BM3_k141_2487844	0	0	1	0	0	0
BM3_k141_2488130	0	0	1	0	0	0
BM3_k141_248832	0	0	1	0	0	0
BM3_k141_248867	0	0	1	0	0	0
BM3_k141_2488989	0	0	1	0	0	0
BM3_k141_2489058	0	0	1	0	0	0
BM3_k141_2489187	0	0	1	0	0	0
BM3_k141_2489223	0	0	1	0	0	0
BM3_k141_2489505	0	0	1	0	0	0
BM3_k141_2489643	0	0	1	0	0	0
BM3_k141_248982	0	0	1	0	0	0
BM3_k141_2490017	0	0	1	0	0	0
BM3_k141_2490356	0	0	1	0	0	0
BM3_k141_2490399	0	0	1	0	0	0
BM3_k141_2490925	0	0	1	0	0	0
BM3_k141_2490938	0	0	1	0	0	0
BM3_k141_2491185	0	0	1	0	0	0
BM3_k141_2491228	0	0	1	0	0	0
BM3_k141_2491525	0	0	1	0	0	0
BM3_k141_2491739	0	0	0	0	0	0
BM3_k141_2491908	0	0	1	0	0	0
BM3_k141_2491998	0	0	1	0	0	0
BM3_k141_2492105	0	0	1	0	0	0
BM3_k141_2492118	0	0	1	0	0	0
BM3_k141_2492317	0	0	1	0	0	0
BM3_k141_2492553	0	0	1	0	0	0
BM3_k141_2492637	0	0	1	0	0	0
BM3_k141_2492912	0	0	0	0	0	0
BM3_k141_2492942	0	0	1	0	0	0
BM3_k141_2492943	0	0	1	0	0	0
BM3_k141_2493298	0	0	1	0	0	0
BM3_k141_2493410	0	0	1	0	0	0
BM3_k141_2493431	0	0	1	0	0	0
BM3_k141_2493592	0	0	1	0	0	0
BM3_k141_2493613	0	0	1	0	0	0
BM3_k141_2493905	0	0	1	0	0	0
BM3_k141_2493969	0	0	1	0	0	0
BM3_k141_2493986	0	0	1	0	0	0
BM3_k141_2494046	0	0	1	0	0	0
BM3_k141_2494120	0	0	1	0	0	0
BM3_k141_2494355	0	0	1	0	0	0
BM3_k141_2494391	0	0	1	0	0	0
BM3_k141_2494490	0	0	1	0	0	0
BM3_k141_2494592	0	0	1	0	0	0
BM3_k141_2494629	0	0	1	0	0	0
BM3_k141_2494741	0	0	1	0	0	0
BM3_k141_2494796	0	0	1	0	0	0
BM3_k141_2494841	0	0	1	0	0	0
BM3_k141_2494869	0	0	1	0	0	0
BM3_k141_2494932	0	0	1	0	0	0
BM3_k141_2494988	0	0	1	0	0	0
BM3_k141_2495099	0	0	1	0	0	0
BM3_k141_2495171	0	0	1	0	0	0
BM3_k141_2495370	0	0	1	0	0	0
BM3_k141_2495605	0	0	1	0	0	0
BM3_k141_249581	0	0	1	0	0	0
BM3_k141_249627	0	0	1	0	0	0
BM3_k141_249628	0	0	1	0	0	0
BM3_k141_2496356	0	0	1	0	0	0
BM3_k141_249678	0	0	1	0	0	0
BM3_k141_2496799	0	0	1	0	0	0
BM3_k141_2496899	0	0	1	0	0	0
BM3_k141_2497018	0	0	1	0	0	0
BM3_k141_2497040	0	0	1	0	0	0
BM3_k141_2497131	0	0	0	0	0	0
BM3_k141_2497160	0	0	1	0	0	0
BM3_k141_2497381	0	0	1	0	0	0
BM3_k141_2497469	0	0	1	0	0	0
BM3_k141_2497518	0	0	1	0	0	0
BM3_k141_2497873	0	0	1	0	0	0
BM3_k141_2498553	0	0	1	0	0	0
BM3_k141_2498598	0	0	1	0	0	0
BM3_k141_2498617	0	0	1	0	0	0
BM3_k141_2498673	0	0	1	0	0	0
BM3_k141_2498814	0	0	1	0	0	0
BM3_k141_2498855	0	0	1	0	0	0
BM3_k141_24991	0	0	1	0	0	0
BM3_k141_249931	0	0	1	0	0	0
BM3_k141_2499311	0	0	1	0	0	0
BM3_k141_2499478	0	0	1	0	0	0
BM3_k141_2499542	0	0	1	0	0	0
BM3_k141_2499783	1	0	1	0	0	0
BM3_k141_2499835	0	0	1	0	0	0
BM3_k141_2500107	0	0	1	0	0	0
BM3_k141_2500185	0	0	1	0	0	0
BM3_k141_2500601	0	0	1	0	0	0
BM3_k141_2500634	0	0	1	0	0	0
BM3_k141_2500677	0	0	1	0	0	0
BM3_k141_2500700	0	0	1	0	0	0
BM3_k141_2500855	0	0	1	0	0	0
BM3_k141_2500865	0	0	1	0	0	0
BM3_k141_2500921	0	0	1	0	0	0
BM3_k141_2500972	0	0	1	0	0	0
BM3_k141_2501368	0	0	1	0	0	0
BM3_k141_2501440	0	0	1	0	0	0
BM3_k141_2501718	0	0	1	0	0	0
BM3_k141_2501744	0	0	1	0	0	0
BM3_k141_250177	0	0	1	0	0	0
BM3_k141_2501771	0	0	0	0	0	0
BM3_k141_2501806	0	0	1	0	0	0
BM3_k141_2501814	0	0	1	0	0	0
BM3_k141_250186	0	0	1	0	0	0
BM3_k141_2501861	0	0	1	0	0	0
BM3_k141_2502339	0	0	1	0	0	0
BM3_k141_2502888	0	0	1	0	0	0
BM3_k141_2502922	0	0	1	0	0	0
BM3_k141_2503027	0	0	1	0	0	0
BM3_k141_2503277	0	0	1	0	0	0
BM3_k141_2503278	0	0	1	0	0	0
BM3_k141_2503321	0	0	1	0	0	0
BM3_k141_2503909	0	0	1	0	0	0
BM3_k141_2503992	0	0	1	0	0	0
BM3_k141_2504239	0	0	1	0	0	0
BM3_k141_2504490	0	0	1	0	0	0
BM3_k141_2504584	0	0	1	0	0	0
BM3_k141_2504657	0	0	1	0	0	0
BM3_k141_2504711	0	0	1	0	0	0
BM3_k141_2504737	0	0	1	0	0	0
BM3_k141_2504991	0	0	1	0	0	0
BM3_k141_2505166	0	0	1	0	0	0
BM3_k141_2505345	0	0	1	0	0	0
BM3_k141_2505566	1	0	1	0	0	0
BM3_k141_2506586	0	0	1	0	0	0
BM3_k141_250660	0	0	1	0	0	0
BM3_k141_2506775	0	0	1	0	0	0
BM3_k141_2506935	0	0	1	0	0	0
BM3_k141_2506972	0	0	1	0	0	0
BM3_k141_2507179	0	0	1	0	0	0
BM3_k141_2507472	0	0	1	0	0	0
BM3_k141_250759	0	0	1	0	0	0
BM3_k141_2507611	0	0	1	0	0	0
BM3_k141_2507807	0	0	1	0	0	0
BM3_k141_2507813	0	0	1	0	0	0
BM3_k141_2508554	0	0	1	0	0	0
BM3_k141_250877	0	0	1	0	0	0
BM3_k141_2509142	0	0	1	0	0	0
BM3_k141_2509214	0	0	1	0	0	0
BM3_k141_2509290	0	0	1	0	0	0
BM3_k141_2509547	0	0	1	0	0	0
BM3_k141_2509664	0	0	1	0	0	0
BM3_k141_2509719	0	0	1	0	0	0
BM3_k141_2509756	0	0	1	0	0	0
BM3_k141_2509868	0	0	1	0	0	0
BM3_k141_2509892	0	0	1	0	0	0
BM3_k141_2509941	0	0	0	0	0	0
BM3_k141_2510433	0	0	1	0	0	0
BM3_k141_2510594	0	0	1	0	0	0
BM3_k141_2510613	0	0	1	0	0	0
BM3_k141_2510955	0	0	1	0	0	0
BM3_k141_2511078	0	0	1	0	0	0
BM3_k141_2511133	0	0	1	0	0	0
BM3_k141_2511272	0	0	1	0	0	0
BM3_k141_2511281	0	0	1	0	0	0
BM3_k141_2512173	0	0	1	0	0	0
BM3_k141_2512339	0	0	1	0	0	0
BM3_k141_2512422	0	0	1	0	0	0
BM3_k141_2512475	0	0	0	0	0	0
BM3_k141_2512707	0	0	1	0	0	0
BM3_k141_251290	0	0	1	0	0	0
BM3_k141_2512914	0	0	1	0	0	0
BM3_k141_2513223	0	0	1	0	0	0
BM3_k141_2513282	0	0	1	0	0	0
BM3_k141_2513425	0	0	1	0	0	0
BM3_k141_2513581	0	0	1	0	0	0
BM3_k141_2513616	0	0	1	0	0	0
BM3_k141_2513853	0	0	1	0	0	0
BM3_k141_2513990	0	0	1	0	0	0
BM3_k141_251428	0	0	1	0	0	0
BM3_k141_2514484	0	0	1	0	0	0
BM3_k141_2514567	0	0	1	0	0	0
BM3_k141_2514661	0	0	1	0	0	0
BM3_k141_2515030	0	0	1	0	0	0
BM3_k141_2515106	0	0	1	0	0	0
BM3_k141_2515127	0	0	1	0	0	0
BM3_k141_2515345	0	0	1	0	0	0
BM3_k141_2515352	0	0	1	0	0	0
BM3_k141_2515638	0	0	1	0	0	0
BM3_k141_2515859	0	0	1	0	0	0
BM3_k141_2516137	0	0	1	0	0	0
BM3_k141_2516311	0	0	1	0	0	0
BM3_k141_2516315	0	0	1	0	0	0
BM3_k141_2516368	0	0	1	0	0	0
BM3_k141_2516425	0	0	1	0	0	0
BM3_k141_251646	0	0	1	0	0	0
BM3_k141_2516521	0	0	1	0	0	0
BM3_k141_2516865	0	0	1	0	0	0
BM3_k141_2517025	0	0	1	0	0	0
BM3_k141_2517206	0	0	1	0	0	0
BM3_k141_2517283	0	0	1	0	0	0
BM3_k141_251752	0	0	1	0	0	0
BM3_k141_2517539	0	0	1	0	0	0
BM3_k141_2517625	0	0	1	0	0	0
BM3_k141_2518115	0	0	1	0	0	0
BM3_k141_2518302	0	0	1	0	0	0
BM3_k141_2518504	0	0	1	0	0	0
BM3_k141_2518614	0	0	1	0	0	0
BM3_k141_2518654	0	0	1	0	0	0
BM3_k141_2518900	0	0	1	0	0	0
BM3_k141_2519019	0	0	1	0	0	0
BM3_k141_2519042	0	0	1	0	0	0
BM3_k141_2519067	0	0	1	0	0	0
BM3_k141_2519529	0	0	1	0	0	0
BM3_k141_2519584	0	0	1	0	0	0
BM3_k141_2519630	0	0	1	0	0	0
BM3_k141_2519846	0	0	1	0	0	0
BM3_k141_2520237	0	0	1	0	0	0
BM3_k141_2520377	0	0	1	0	0	0
BM3_k141_2520555	0	0	1	0	0	0
BM3_k141_2520609	0	0	1	0	0	0
BM3_k141_2520679	0	0	1	0	0	0
BM3_k141_2520722	0	0	1	0	0	0
BM3_k141_2520806	0	0	0	0	0	0
BM3_k141_2521075	0	0	1	0	0	0
BM3_k141_2521088	0	0	1	0	0	0
BM3_k141_25211	0	0	1	0	0	0
BM3_k141_2521145	0	0	1	0	0	0
BM3_k141_2521328	0	0	1	0	0	0
BM3_k141_2521474	0	0	1	0	0	0
BM3_k141_2521647	0	0	1	0	0	0
BM3_k141_2521759	0	0	1	0	0	0
BM3_k141_252176	0	0	1	0	0	0
BM3_k141_2521849	0	0	1	0	0	0
BM3_k141_2522081	0	0	1	0	0	0
BM3_k141_2522212	0	0	1	0	0	0
BM3_k141_2522426	0	0	1	0	0	0
BM3_k141_2522592	0	0	1	0	0	0
BM3_k141_25226	0	0	1	0	0	0
BM3_k141_2522681	0	0	1	0	0	0
BM3_k141_2523049	0	0	1	0	0	0
BM3_k141_2523105	0	0	1	0	0	0
BM3_k141_2523199	0	0	1	0	0	0
BM3_k141_2523233	0	0	1	0	0	0
BM3_k141_2523261	0	0	1	0	0	0
BM3_k141_2523586	0	0	1	0	0	0
BM3_k141_25237	0	0	1	0	0	0
BM3_k141_252373	0	0	1	0	0	0
BM3_k141_2523737	0	0	1	0	0	0
BM3_k141_2523826	0	0	0	0	0	0
BM3_k141_2523865	0	0	1	0	0	0
BM3_k141_2523922	0	0	0	0	0	0
BM3_k141_2524118	0	0	1	0	0	0
BM3_k141_2524248	0	0	1	0	0	0
BM3_k141_2524355	0	0	1	0	0	0
BM3_k141_2524581	0	0	1	0	0	0
BM3_k141_2524843	0	0	1	0	0	0
BM3_k141_2524885	0	0	1	0	0	0
BM3_k141_2524894	0	0	1	0	0	0
BM3_k141_252498	0	0	1	0	0	0
BM3_k141_2525012	0	0	1	0	0	0
BM3_k141_2525034	0	0	1	0	0	0
BM3_k141_2525061	0	0	1	0	0	0
BM3_k141_2525221	0	0	1	0	0	0
BM3_k141_2525386	0	0	1	0	0	0
BM3_k141_2525496	0	0	1	0	0	0
BM3_k141_2525505	0	0	1	0	0	0
BM3_k141_2525508	0	0	1	0	0	0
BM3_k141_2525794	0	0	1	0	0	0
BM3_k141_2525886	0	0	1	0	0	0
BM3_k141_2525980	0	0	1	0	0	0
BM3_k141_2526087	0	0	0	0	0	0
BM3_k141_2526227	0	0	1	0	0	0
BM3_k141_2526248	0	0	1	0	0	0
BM3_k141_2526488	0	0	1	0	0	0
BM3_k141_2526514	0	0	1	0	0	0
BM3_k141_2526695	0	0	1	0	0	0
BM3_k141_2526718	0	0	1	0	0	0
BM3_k141_2527029	0	0	1	0	0	0
BM3_k141_2527103	0	0	1	0	0	0
BM3_k141_2527189	0	0	1	0	0	0
BM3_k141_2527528	0	0	1	0	0	0
BM3_k141_2527993	0	0	1	0	0	0
BM3_k141_2528183	0	0	1	0	0	0
BM3_k141_2528381	0	0	1	0	0	0
BM3_k141_2528444	0	0	1	0	0	0
BM3_k141_2528619	0	0	1	0	0	0
BM3_k141_2528702	0	0	1	0	0	0
BM3_k141_2528973	0	0	1	0	0	0
BM3_k141_2528987	0	0	1	0	0	0
BM3_k141_2529362	0	0	1	0	0	0
BM3_k141_2529420	0	0	1	0	0	0
BM3_k141_2529661	0	0	1	0	0	0
BM3_k141_2529680	0	0	1	0	0	0
BM3_k141_2529706	0	0	1	0	0	0
BM3_k141_2530078	0	0	1	0	0	0
BM3_k141_2530553	0	0	1	0	0	0
BM3_k141_2530613	0	0	1	0	0	0
BM3_k141_2530638	0	0	1	0	0	0
BM3_k141_2530899	0	0	1	0	0	0
BM3_k141_2530908	0	0	1	0	0	0
BM3_k141_2531092	0	0	1	0	0	0
BM3_k141_253145	0	0	1	0	0	0
BM3_k141_2531606	0	0	1	0	0	0
BM3_k141_2531678	0	0	1	0	0	0
BM3_k141_2531708	0	0	1	0	0	0
BM3_k141_2531833	0	0	1	0	0	0
BM3_k141_25322	0	0	1	0	0	0
BM3_k141_2532225	0	0	1	0	0	0
BM3_k141_2532322	0	0	1	0	0	0
BM3_k141_2532455	0	0	1	0	0	0
BM3_k141_253248	0	0	1	0	0	0
BM3_k141_2532972	0	0	1	0	0	0
BM3_k141_2532991	0	0	1	0	0	0
BM3_k141_2532996	0	0	1	0	0	0
BM3_k141_2533078	0	0	1	0	0	0
BM3_k141_2533103	0	0	1	0	0	0
BM3_k141_2533168	0	0	1	0	0	0
BM3_k141_2533563	0	0	1	0	0	0
BM3_k141_2533638	0	0	1	0	0	0
BM3_k141_2533690	0	0	1	0	0	0
BM3_k141_2533705	0	0	1	0	0	0
BM3_k141_2533786	0	0	1	0	0	0
BM3_k141_2533996	0	0	1	0	0	0
BM3_k141_2534136	0	0	1	0	0	0
BM3_k141_2534401	0	0	1	0	0	0
BM3_k141_2534481	0	0	1	0	0	0
BM3_k141_2534508	0	0	1	0	0	0
BM3_k141_2534519	0	0	1	0	0	0
BM3_k141_2534642	0	0	1	0	0	0
BM3_k141_2534707	0	0	1	0	0	0
BM3_k141_253483	0	0	1	0	0	0
BM3_k141_2534968	0	0	1	0	0	0
BM3_k141_2534976	0	0	1	0	0	0
BM3_k141_2535098	0	0	1	0	0	0
BM3_k141_2535119	0	0	1	0	0	0
BM3_k141_2535163	0	0	1	0	0	0
BM3_k141_2535282	0	0	1	0	0	0
BM3_k141_2535708	0	0	1	0	0	0
BM3_k141_2535711	0	0	1	0	0	0
BM3_k141_2535812	0	0	0	0	0	0
BM3_k141_2535860	0	0	1	0	0	0
BM3_k141_2535881	0	0	1	0	0	0
BM3_k141_2536235	0	0	1	0	0	0
BM3_k141_2536475	0	0	1	0	0	0
BM3_k141_2536588	0	0	1	0	0	0
BM3_k141_2536824	0	0	1	0	0	0
BM3_k141_2536876	0	0	1	0	0	0
BM3_k141_2537025	0	0	1	0	0	0
BM3_k141_2537056	0	0	1	0	0	0
BM3_k141_2537126	0	0	1	0	0	0
BM3_k141_2537266	0	0	1	0	0	0
BM3_k141_2537467	0	0	1	0	0	0
BM3_k141_2537619	0	0	1	0	0	0
BM3_k141_2538086	0	0	1	0	0	0
BM3_k141_2538171	0	0	1	0	0	0
BM3_k141_2538239	0	0	1	0	0	0
BM3_k141_2538862	0	0	1	0	0	0
BM3_k141_2538949	0	0	1	0	0	0
BM3_k141_2539258	0	0	0	0	0	0
BM3_k141_2539427	0	0	1	0	0	0
BM3_k141_2539756	0	0	1	0	0	0
BM3_k141_2540221	0	0	1	0	0	0
BM3_k141_254050	0	0	1	0	0	0
