clade_name	EFP1	EFP2	EFP3	EFP4	EK1	EK2	EK3	EK4	EHH1	EHH2	EHH3	EHH4	BM1	BM2	BM3	BM4	GS1	GS2	GS3	GS4	GN1
Spirochaetales	0.17419	0.32556	0.85177	0.54807	0.05506	0.03875	0.04672	0.03026	0.16208	0.51032	0.13601	0.04419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB7364	0.15613	0.09408	0.0	0.0	0.096	0.01846	0.06499	0.17663	0.0239	0.36151	1.36726	0.10421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB74620	0.14559	2.89141	4.45737	1.83296	0.24184	5.23285	0.64038	1.28211	0.10066	0.02371	0.0	0.07683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB1162	0.1408	0.09772	0.0	0.01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB2401	0.13667	0.03771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB9353	0.113	0.07435	0.0	0.06328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB18266	0.09714	0.0	0.10906	0.0	0.03341	0.0	0.13204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01188	0.0
OFGB8325	0.05937	2.6178	2.01142	0.85921	1.46485	2.41523	0.18096	1.29873	0.43381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB77711	0.04237	0.47523	0.37543	0.13707	10.29271	0.00109	6.98921	1.66384	0.01573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB10369	0.03368	0.01895	0.07475	0.00131	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacterales	0.02631	1.02345	0.69718	0.11441	0.07655	0.43437	0.91826	0.42223	0.00518	0.0379	0.00566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB31114	0.02448	0.02	0.00846	0.0	0.0	0.0	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB3023	0.02233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01432	0.01088	0.0
Candidatus_Gastranaerophilales	0.02095	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0
OFGB13104	0.01202	0.01728	0.03442	0.01341	0.0	0.0	0.02097	0.11678	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB23852	0.00122	0.05831	0.48429	0.06334	0.0	0.0	0.0	0.00041	0.02774	0.18956	0.01899	0.00937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB8341	0.0	0.08135	0.42085	0.01603	0.0	0.0	0.0	0.0	0.01943	0.10482	0.44517	0.02204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudonocardiales	0.0	0.03903	0.0	0.00587	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilales	0.0	0.00651	0.0	0.01264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB5470	0.0	0.00558	0.00408	0.00347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB54890	0.0	0.0038	0.00182	0.00093	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFGB10051	0.0	0.0	0.03875	0.0	0.0	0.09062	0.08277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0
