Contig	EFP1	EFP2	EFP3	EFP4	EK1	EK2	EK3	EK4	EHH1	EHH2	EHH3	EHH4	BM1	BM2	BM3	BM4	GS1	GS2	GS3	GS4	GN1
BM3_k141_2433571	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	2	0	0	0	0	0
BM3_k141_2433620	0	0	0	0	0	0	0	0	0	0	0	0	4	2	22	0	0	0	0	0	0
BM3_k141_243364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0
BM3_k141_2434491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
BM3_k141_2434499	0	0	0	0	0	0	0	0	0	0	0	0	13	20	47	9	0	0	0	0	0
BM3_k141_2434505	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	6	0	0	0	0	0
BM3_k141_2434613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
BM3_k141_2434773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_2434791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
BM3_k141_2435111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
BM3_k141_2435152	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
BM3_k141_2435195	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0
BM3_k141_2435221	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0
BM3_k141_2435503	0	0	0	0	0	0	0	0	0	0	0	0	140	0	158	1376	0	0	0	0	0
BM3_k141_2435537	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	5	0	0	0	0	0
BM3_k141_2435723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
BM3_k141_2435772	0	0	0	0	0	0	0	0	0	0	0	0	2	1	12	0	0	0	0	0	0
BM3_k141_2435773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
BM3_k141_2436050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
BM3_k141_2436116	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0
BM3_k141_2436317	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	3	0	0	0	0	0
BM3_k141_2436332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
BM3_k141_2436419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
BM3_k141_2436684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2437064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
BM3_k141_2437224	0	0	0	0	0	0	0	0	0	0	0	0	12	14	25	8	0	0	0	0	0
BM3_k141_2437386	0	0	0	0	0	0	0	0	0	0	0	0	6	1	13	2	0	0	0	0	0
BM3_k141_2437769	0	0	0	0	0	0	0	0	0	0	0	0	5	0	27	52	0	0	0	0	0
BM3_k141_2438050	0	0	0	0	0	0	0	0	0	0	0	0	23	25	63	15	0	0	0	0	0
BM3_k141_2438053	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
BM3_k141_2438055	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0
BM3_k141_243823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	6	0	0	0	0	0
BM3_k141_2438274	0	0	0	0	0	0	0	0	0	0	0	0	6	0	33	37	0	0	0	0	0
BM3_k141_2438394	0	0	0	0	0	0	0	0	0	0	0	0	10	0	39	31	0	0	0	0	0
BM3_k141_2438506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
BM3_k141_2438514	0	0	0	0	0	0	0	0	0	0	0	0	2	31	29	11	0	0	0	0	0
BM3_k141_2438533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
BM3_k141_2438616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
BM3_k141_2438722	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0	0	0	0	0	0
BM3_k141_2438793	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0
BM3_k141_2439122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
BM3_k141_2439179	0	0	0	0	0	0	0	0	0	0	0	0	0	8	89	0	0	0	0	0	0
BM3_k141_2439201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	2	0
BM3_k141_2439534	0	0	0	0	0	0	0	0	0	0	0	0	5	3	32	8	0	0	0	0	0
BM3_k141_2439688	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	8	0	0	0	0	0
BM3_k141_2439988	0	0	0	0	0	0	0	0	0	0	0	0	0	6	30	0	0	0	0	0	0
BM3_k141_244	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	5	0	0	0	0	0
BM3_k141_2440001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0
BM3_k141_2440106	0	0	0	0	0	0	0	0	0	0	0	0	2	8	6	0	0	0	0	0	0
BM3_k141_2440271	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0
BM3_k141_244033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
BM3_k141_2440414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
BM3_k141_2440728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	5	0	0	0	0	0
BM3_k141_244073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0
BM3_k141_2440742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
BM3_k141_2441061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_2441090	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	0	0	0
BM3_k141_2441336	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	14	0	0	0	0	0
BM3_k141_2441660	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
BM3_k141_2442009	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20	0	0	0	0	0	0
BM3_k141_2442101	0	0	0	0	0	0	0	0	0	0	0	0	0	31	20	1	0	0	0	0	0
BM3_k141_2442354	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0
BM3_k141_2442459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0
BM3_k141_2442774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
BM3_k141_2442785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
BM3_k141_244279	0	0	0	0	0	0	0	0	0	0	0	0	7	2	20	7	0	0	0	0	0
BM3_k141_2442937	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0
BM3_k141_2442970	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	2	0	0	0	0	0
BM3_k141_244300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BM3_k141_2443372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
BM3_k141_2443599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	4	0	0	0	0	0
BM3_k141_2444050	0	0	0	0	0	0	0	0	0	0	0	0	0	27	28	12	0	0	0	0	0
BM3_k141_2444082	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	0	0	0	0	0
BM3_k141_2444234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_244431	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	0	0	0	0	0	0
BM3_k141_2444373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0
BM3_k141_2444413	0	0	0	0	0	0	0	0	0	0	0	0	2	12	22	10	2	0	3	0	0
BM3_k141_2444511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2444598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0
BM3_k141_2444762	0	0	0	0	0	0	0	0	0	0	0	0	0	476	56	3	0	0	0	0	0
BM3_k141_2444888	0	0	0	0	0	0	0	0	0	0	0	0	9	9	7	9	0	0	0	0	0
BM3_k141_2444956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
BM3_k141_2444962	0	0	0	0	0	0	0	0	0	0	0	0	15	0	16	12	0	0	0	0	0
BM3_k141_2444993	0	0	0	0	0	0	0	0	0	0	0	0	4	2	17	6	0	0	0	0	0
BM3_k141_2445189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
BM3_k141_2445255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	4	0	0	0	0	0
BM3_k141_2445418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
BM3_k141_2445598	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0
BM3_k141_2445787	0	0	0	0	0	0	0	0	0	0	0	0	15	9	66	12	0	0	0	0	0
BM3_k141_2445877	0	0	0	0	0	0	0	0	0	0	0	0	12	0	46	0	0	0	0	0	0
BM3_k141_2445954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_244621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
BM3_k141_244643	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	4	0	0	0	0	0
BM3_k141_2446477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
BM3_k141_2446501	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0
BM3_k141_2446743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_2446929	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20	26	0	0	0	0	0
BM3_k141_2447033	0	0	0	0	0	0	0	0	0	0	0	0	6	5	21	5	0	0	0	0	0
BM3_k141_2447386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0
BM3_k141_2447514	0	0	0	0	0	0	0	0	0	0	0	0	13	0	22	22	0	0	0	0	0
BM3_k141_244771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0
BM3_k141_2447796	0	0	0	0	0	0	0	0	0	0	0	0	318	48	488	540	0	0	0	0	0
BM3_k141_2448034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
BM3_k141_244809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_244819	0	0	0	0	0	0	0	0	0	0	0	0	12	13	12	16	0	0	0	0	0
BM3_k141_2448238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
BM3_k141_2448318	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	5	0	0	0	0	0
BM3_k141_2448326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_2448393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
BM3_k141_2448551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
BM3_k141_2448587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
BM3_k141_2448689	0	0	0	0	0	0	0	0	0	0	0	0	0	16	71	0	0	0	0	0	0
BM3_k141_2448763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2448847	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	0	0	0	0	0	0
BM3_k141_2448979	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
BM3_k141_2449042	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0
BM3_k141_2449202	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0
BM3_k141_2449480	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0
BM3_k141_2449490	0	0	0	0	0	0	0	0	0	0	0	0	13	0	23	10	0	0	0	0	0
BM3_k141_2449594	0	0	0	0	0	0	0	0	0	0	0	0	7	78	164	2	0	0	0	0	0
BM3_k141_2449875	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	0	0	0	0	0
BM3_k141_2450055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_2450153	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0
BM3_k141_2450190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2450265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0
BM3_k141_245036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2450535	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0
BM3_k141_2450869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
BM3_k141_2451163	0	0	0	0	0	0	0	0	0	0	0	0	2	28	7	0	0	0	0	0	0
BM3_k141_2451221	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0
BM3_k141_2451236	0	0	0	0	0	0	0	0	0	0	0	0	98	0	85	0	0	0	0	0	0
BM3_k141_2451285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
BM3_k141_2451437	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	0	0	0	0	0	0
BM3_k141_2451522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
BM3_k141_2451582	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	0	0	0	0	0	0
BM3_k141_2451871	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0
BM3_k141_2451899	0	0	0	0	0	0	0	0	0	0	0	0	5	5	126	6	0	0	0	0	0
BM3_k141_2452271	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0
BM3_k141_2452421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
BM3_k141_2452578	0	0	0	0	0	0	0	0	0	0	0	0	9	2	15	5	0	0	0	0	0
BM3_k141_2452643	0	0	0	0	0	0	0	0	0	0	0	0	8	20	6	0	0	0	0	0	0
BM3_k141_2452757	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0
BM3_k141_2453157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
BM3_k141_2453235	0	0	0	0	0	0	0	0	0	0	0	0	38	0	39	12	0	0	0	0	0
BM3_k141_2453322	0	0	0	0	0	0	0	0	0	0	0	0	2	1	28	4	0	0	0	0	0
BM3_k141_245339	0	0	0	0	0	0	0	0	0	0	0	0	16	0	25	0	0	0	0	0	0
BM3_k141_2453426	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0
BM3_k141_2453560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
BM3_k141_2453562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
BM3_k141_2453751	0	0	0	0	0	0	0	0	0	0	0	0	24	0	32	0	0	0	0	0	0
BM3_k141_2453889	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	4	0	0	0	0	0
BM3_k141_2453926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0	0	0
BM3_k141_245409	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	3	0	0	0	0	0
BM3_k141_2454136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
BM3_k141_2454169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	3	0	0	0	0	0
BM3_k141_2454213	0	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	0	0	0	0
BM3_k141_245435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
BM3_k141_2454425	0	0	0	0	0	0	0	0	0	0	0	0	4	11	45	4	0	0	0	0	0
BM3_k141_245457	0	0	0	0	0	0	0	0	0	0	0	0	15	18	44	20	0	0	0	0	0
BM3_k141_2454589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0
BM3_k141_2454724	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	0	0	0	0	0
BM3_k141_2454726	0	0	0	0	0	0	0	0	0	0	0	0	80	0	92	0	0	0	0	0	0
BM3_k141_2455345	0	0	0	0	0	0	0	0	0	0	0	0	8	12	11	2	0	0	0	0	0
BM3_k141_2455410	0	0	0	0	0	0	0	0	0	0	0	0	4	0	16	4	0	0	0	0	0
BM3_k141_2455709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
BM3_k141_2455756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
BM3_k141_2455809	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
BM3_k141_2455813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_2455828	0	0	0	0	0	0	0	0	0	0	0	0	37	5	28	7	0	0	0	0	0
BM3_k141_2455835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
BM3_k141_2456047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
BM3_k141_2456506	0	0	0	0	0	2	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0
BM3_k141_2456646	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	2	0	0	0	0	0
BM3_k141_2456686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2457061	0	0	0	0	0	0	0	0	0	0	0	0	14	0	49	0	0	0	0	0	0
BM3_k141_2457294	0	0	0	0	0	0	0	0	0	0	0	0	40	4	46	5	0	0	0	0	0
BM3_k141_245737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
BM3_k141_2457407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
BM3_k141_2457434	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0
BM3_k141_2457443	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	2	0	0	0	0	0
BM3_k141_245759	0	0	0	0	0	0	0	0	0	0	0	0	9	22	18	3	0	0	0	0	0
BM3_k141_2457666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0
BM3_k141_2457785	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	25	0	0	0	0	0
BM3_k141_245817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
BM3_k141_2458211	0	0	0	0	0	0	0	0	0	0	0	0	92	83	134	56	0	0	0	0	0
BM3_k141_2458259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
BM3_k141_2458287	0	0	0	0	0	0	0	0	0	0	0	0	102	0	118	77	0	0	0	0	0
BM3_k141_2458496	0	0	0	0	0	0	0	0	0	0	0	0	24	16	142	10	0	0	0	0	0
BM3_k141_2458578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
BM3_k141_2458765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
BM3_k141_2458871	0	0	2	0	0	0	0	0	0	0	0	0	24	0	59	0	0	0	0	0	0
BM3_k141_2458948	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0
BM3_k141_2459033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_2459037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
BM3_k141_2459206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
BM3_k141_2459245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
BM3_k141_2459356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
BM3_k141_2459648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
BM3_k141_2459707	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
BM3_k141_2459744	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
BM3_k141_2459762	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0
BM3_k141_2459830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
BM3_k141_2459841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
BM3_k141_245989	0	0	0	0	0	0	0	0	0	0	0	0	9	0	22	14	0	0	0	0	0
BM3_k141_246004	0	0	0	0	0	0	0	0	0	0	0	0	10	19	54	6	0	0	0	0	0
BM3_k141_2460123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
BM3_k141_2460204	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0
BM3_k141_2460451	0	0	0	0	0	0	0	0	0	0	0	0	7	0	29	7	0	0	0	0	0
BM3_k141_2460721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_246092	0	0	0	0	0	0	0	0	0	0	0	0	25	0	50	28	0	0	0	0	0
BM3_k141_2460943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2460950	0	0	0	0	0	0	0	0	0	0	0	0	24	3	44	12	0	0	0	0	0
BM3_k141_2461183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
BM3_k141_2461209	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0
BM3_k141_2461374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
BM3_k141_2461807	0	0	0	0	0	0	0	0	0	0	0	0	14	8	16	2	0	0	0	0	0
BM3_k141_2461872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
BM3_k141_2461946	0	0	0	0	0	0	0	0	0	0	0	0	12	0	29	52	0	0	0	0	0
BM3_k141_2461954	0	0	0	0	0	0	0	0	0	0	0	0	70	0	41	0	0	0	0	0	0
BM3_k141_2462137	0	0	0	0	0	0	0	0	0	0	0	0	61	0	55	0	0	0	0	0	0
BM3_k141_2462290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0
BM3_k141_2462305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
BM3_k141_2462405	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0
BM3_k141_2462450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_246266	0	0	0	0	0	0	0	0	0	0	0	0	14	0	29	10	0	0	0	0	0
BM3_k141_246276	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	0	0
BM3_k141_2462968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	17	0
BM3_k141_2462991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0
BM3_k141_2463072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0
BM3_k141_2463350	0	0	0	0	0	0	0	0	0	0	0	0	18	0	17	6	0	0	0	0	0
BM3_k141_2463422	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
BM3_k141_2463423	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1587	1	0	0	0	0	0
BM3_k141_2463649	0	0	0	0	0	0	0	0	0	0	0	0	2	1	26	9	0	0	0	0	0
BM3_k141_2463851	0	0	0	0	0	0	0	0	0	0	0	0	177	60	192	0	0	0	0	0	0
BM3_k141_2463905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
BM3_k141_2464134	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0
BM3_k141_2464222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
BM3_k141_2464253	0	0	0	0	0	0	0	0	0	0	0	0	20	0	26	24	0	0	0	0	0
BM3_k141_2464601	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	1	0	0	0	0	0
BM3_k141_2464807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0
BM3_k141_2464864	0	0	0	0	0	0	0	0	0	0	0	0	23	0	27	9	0	0	0	0	0
BM3_k141_2464902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
BM3_k141_2465030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
BM3_k141_246508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
BM3_k141_2465098	0	0	0	0	0	0	0	0	0	0	0	0	26	0	30	37	0	0	0	0	0
BM3_k141_24652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_2465262	0	0	0	0	0	0	0	0	0	0	0	0	4	0	64	0	0	0	0	0	0
BM3_k141_246534	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	3	0	0	0	0	0
BM3_k141_2465394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0
BM3_k141_2465723	0	0	0	0	0	0	0	0	0	0	0	0	43	0	44	74	0	0	0	0	0
BM3_k141_2466172	0	0	0	0	0	0	0	0	0	0	0	0	130	21	117	5	0	0	0	0	0
BM3_k141_2466466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
BM3_k141_2466999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BM3_k141_246709	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	0	0	0	0	0
BM3_k141_2467097	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	3	0	0	0	0	0
BM3_k141_2467321	0	0	0	0	0	0	0	0	0	0	0	0	25	2	328	0	0	0	0	0	0
BM3_k141_2467696	0	0	0	0	0	0	0	0	0	0	0	0	8	52	22	6	0	0	0	0	0
BM3_k141_2467704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0
BM3_k141_246775	0	0	0	0	0	0	0	0	0	0	0	0	4	4	21	7	0	0	0	0	0
BM3_k141_2467871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0
BM3_k141_2467956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0
BM3_k141_2467978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
