Contig	EFP1	EFP2	EFP3	EFP4	EK1	EK2	EK3	EK4	EHH1	EHH2	EHH3	EHH4	BM1	BM2	BM3	BM4	GS1	GS2	GS3	GS4	GN1
EK4_k141_1589125	0	0	0	0	14	0	28	44	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1589293	0	0	0	0	0	0	6	12	1	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1589320	0	0	0	0	71	16	116	75	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1589408	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1589749	4	6	6	0	0	2	0	4	8	4	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1590061	0	0	0	0	2	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1590439	0	0	0	0	34	0	8	32	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1590734	8	2	8	2	9	6	0	6	3	2	62	0	0	0	0	0	0	0	0	0	0
EK4_k141_1590983	0	1	0	0	0	0	18	63	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_159109	0	0	2	0	16	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_159158	0	0	0	0	49	0	176	181	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1591857	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0
EK4_k141_1591869	0	0	0	0	2	22	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1592209	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1592438	0	0	0	0	0	0	34	30	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_159264	4	0	0	6	96	21	94	22	2	4	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1592648	0	0	0	0	31	4	55	174	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1592762	4	4	4	13	44	10	5	6	7	11	2	17	0	0	0	0	0	0	0	0	0
EK4_k141_1592817	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1592926	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_159294	4	2	3	10	0	0	24	29	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1593365	0	0	0	0	0	11	1	20	2	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1593374	0	0	0	0	0	8	5	7	0	0	0	2	0	0	0	0	0	0	0	0	0
EK4_k141_159368	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_159486	0	0	0	0	14	0	16	26	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1594881	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1594972	0	0	0	0	2	10	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1595050	24	43	21	39	23	12	38	27	8	21	12	29	0	0	0	0	0	0	0	0	0
EK4_k141_1595386	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1595433	0	0	0	0	4	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1596085	0	0	0	0	0	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1596429	0	0	0	0	8	0	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1596571	0	0	0	0	4	4	10	32	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1596599	0	0	2	0	1	2	1	9	0	0	0	3	0	0	0	0	0	0	0	0	0
EK4_k141_1596845	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1596932	0	0	0	0	2	21	28	37	9	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1596964	0	0	0	0	0	4	36	230	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1597304	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1598519	3	11	6	14	9	15	13	6	26	10	44	12	0	0	0	0	0	0	0	0	0
EK4_k141_1598560	0	0	0	0	10	4	28	52	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1598566	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1598749	0	0	0	0	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1599110	6	0	2	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1599752	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1600017	0	0	0	0	36	4	54	64	0	2	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1600146	0	1	1	0	4	4	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_160030	0	0	0	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1600506	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1600726	0	0	0	0	0	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1600799	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1600890	0	0	0	0	3	0	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1601240	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1601493	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1602475	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1602503	0	0	0	0	0	8	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1602676	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1603111	0	2	3	5	31	23	14	16	4	6	0	1	0	0	0	0	0	0	0	0	0
EK4_k141_1603284	0	0	0	0	0	7	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0
EK4_k141_1604106	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1604580	0	0	0	0	6	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1604654	0	1	2	0	4	4	13	33	0	3	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1604707	0	0	0	0	0	2	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1604708	1	9	0	10	0	2	138	213	0	1	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605168	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605333	0	0	0	0	10	7	26	51	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605490	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605678	0	0	0	0	42	40	29	52	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605731	0	0	0	0	4	0	18	47	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605793	0	0	0	0	113	1815	3789	140	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1605822	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1606031	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1606328	0	0	0	0	2	0	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1606815	0	0	0	1	1	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1607109	0	4	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1607237	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_160726	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1608125	0	0	0	0	2	15	57	86	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1608237	0	1	2	1	24	7	56	44	0	1	0	2	0	0	0	0	0	0	0	0	0
EK4_k141_1608278	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1608306	6	0	0	0	0	6	0	20	0	7	6	6	0	0	0	0	0	0	0	0	0
EK4_k141_1608332	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1608488	2	3	1	2	18	14	5	11	2	1	0	1	0	0	0	0	0	0	0	0	0
EK4_k141_1608541	0	0	0	0	8	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1608666	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1608679	0	0	0	0	2	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1609022	0	0	0	0	11	0	8	48	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1609060	0	0	2	2	1	4	0	18	1	0	2	4	0	2	0	2	0	2	2	2	0
EK4_k141_1609700	1	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	0
EK4_k141_161025	2	0	0	0	0	0	8	6	0	2	2	0	0	0	0	0	0	0	0	0	0
EK4_k141_1610820	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1611042	8	38	10	16	76	153	36	48	29	15	16	14	0	0	0	0	0	0	0	0	0
EK4_k141_1611638	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1612172	0	0	0	0	2	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1612824	0	0	0	0	1	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1612837	0	2	0	0	0	2	14	30	2	0	2	0	0	0	0	0	0	0	0	0	0
EK4_k141_1612931	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1613619	0	0	0	0	0	9	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1613868	0	0	0	0	16	0	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1614028	0	0	0	0	2	1	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1614043	0	0	0	0	2	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1614994	0	0	0	0	5	7	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1615391	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1615514	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1615967	0	0	0	0	4	0	10	34	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1616202	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1616432	0	0	0	0	2	0	36	53	0	0	0	0	1	0	0	1	0	0	0	0	0
EK4_k141_1616644	0	0	0	0	1	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1617022	0	0	0	0	0	0	12	32	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1617270	0	0	0	0	10	0	8	25	0	2	4	2	0	0	0	0	0	0	0	2	0
EK4_k141_1618753	0	0	0	0	2	0	0	8	22	14	12	21	0	0	0	0	0	0	0	0	0
EK4_k141_1619378	0	0	0	0	56	0	63	25	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1619787	6	18	12	6	15	15	8	22	1	2	2	5	0	0	0	0	0	0	0	0	0
EK4_k141_161983	0	2	0	4	0	0	2	6	4	0	0	14	0	0	0	0	0	0	0	0	0
EK4_k141_1620013	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1620136	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1620187	0	0	0	0	2	0	33	16	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1620794	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621009	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621316	0	0	0	1	0	0	21	61	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621392	0	0	0	0	179	119	10	45	1	1	6	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621410	0	0	0	0	40	0	43	306	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621466	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621580	11	1	151	2	389	0	316	1360	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1621850	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1622314	38	55	38	33	0	12	3	8	76	76	22	72	0	0	0	0	0	0	0	0	0
EK4_k141_1622315	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1622389	0	0	0	0	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1623125	0	0	0	0	0	0	16	45	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1623247	6	13	18	15	57	31	48	18	8	9	2	10	0	0	0	0	0	0	0	0	0
EK4_k141_1624063	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1624707	0	0	6	1	16	14	6	20	7	0	0	6	0	0	0	0	0	0	0	0	0
EK4_k141_1624989	1	0	8	3	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1625065	0	0	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1625255	0	0	0	0	0	0	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1625474	4	3	4	0	4	11	23	22	2	8	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1625682	3	0	2	0	2	1	0	9	3	1	0	9	0	0	0	0	0	0	0	0	0
EK4_k141_1625702	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1625761	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1625947	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1626282	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1626514	0	0	0	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_162665	0	0	0	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1627051	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1627153	0	0	0	0	7	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1627563	0	0	0	0	2	4	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1627764	114	21	9	15	0	3	0	24	4	4	3	2	0	0	0	0	0	0	0	0	0
EK4_k141_1628291	2	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1628347	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1628417	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1628722	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1628866	0	0	0	0	3	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1628960	0	0	2	0	2	0	2	13	0	1	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1628988	2	1	0	0	2	0	2	18	1	2	5	2	0	0	0	0	0	0	0	0	0
EK4_k141_1629132	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1629181	0	0	0	0	4	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1629209	0	1	2	1	12	11	2	14	0	4	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1629411	2	0	0	6	7	20	14	12	3	0	0	1	0	0	0	0	0	0	0	0	0
EK4_k141_1629626	0	0	0	0	2	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_162988	1	1	0	2	13	1	5	17	2	0	0	2	0	0	0	0	0	0	0	0	0
EK4_k141_1630106	0	0	0	0	32	25	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1630290	0	0	2	0	70	45	70	218	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1630721	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_163142	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1631574	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1632590	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	37
EK4_k141_1632646	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1632745	0	2	0	2	14	14	13	38	4	2	2	0	0	0	0	0	0	0	0	0	0
EK4_k141_1632927	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0
EK4_k141_1633235	0	1	0	1	0	0	13	38	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1633394	1	0	0	0	5	9	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1633495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1633846	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1634794	26	148	84	62	0	85	24	30	2	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_163494	0	0	0	0	2	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1634942	0	0	0	0	1	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_163511	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_163532	0	2	0	0	0	2	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1636213	0	0	0	0	3	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1636311	0	0	0	0	5	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1636633	0	2	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1636739	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1636820	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_163691	0	0	0	0	2	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1637042	0	0	0	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1637057	0	0	0	0	26	0	110	174	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1637584	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1638564	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1638716	0	0	0	0	0	7	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1638719	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1639106	0	0	0	0	46	78	74	219	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1639517	0	3	0	3	6	1	2	14	0	2	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1639639	4	10	4	6	12	31	8	52	8	4	8	0	0	0	0	0	0	0	0	0	0
EK4_k141_163994	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1640318	0	26	0	11	1823	221	5251	2425	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1640373	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1640519	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1641104	0	0	0	0	16	0	54	99	0	2	0	0	0	0	0	1	0	0	0	0	0
EK4_k141_1642	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1642558	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1642741	0	0	0	0	20	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1643824	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1644468	0	0	0	0	0	0	4	8	0	0	0	0	2	0	0	0	0	0	0	0	0
EK4_k141_1644734	0	2	0	0	0	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1644740	0	0	1	0	5	0	20	56	0	0	6	0	0	0	0	0	0	0	0	0	0
EK4_k141_1644835	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1645053	0	0	0	0	0	2	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1645843	0	3	1	4	57	2	28	34	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1645896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1646202	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1646624	0	0	0	0	2	13	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1646677	0	0	0	0	0	0	54	63	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1646760	0	0	0	0	4	2	3	25	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1646874	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_164729	0	0	2	2	0	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1647395	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1647646	0	0	0	0	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1647890	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1647999	4	6	0	0	83	0	163	168	0	4	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1648200	0	5	0	4	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1648820	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1648830	0	0	0	0	48	0	38	65	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1649312	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_165037	0	2	1	0	2	1	0	13	1	0	0	4	0	0	0	0	0	0	0	0	0
EK4_k141_1650770	6	18	14	14	24	14	6	6	6	8	2	10	0	0	0	0	0	0	0	0	0
EK4_k141_1650798	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1650843	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1651158	0	0	0	0	1	2	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1651241	0	0	0	0	9	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1651843	0	0	2	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1651928	0	0	0	0	6	0	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1652221	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1652265	35	2	6	0	48	41	94	67	0	0	12	18	0	0	0	0	0	0	0	0	0
EK4_k141_1652495	0	0	0	0	4	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1652691	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_165313	0	0	0	0	0	16	4	67	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1653350	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1653636	0	0	0	0	3	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1653936	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_165394	0	0	0	0	10	1	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1654033	0	0	0	0	14	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1654812	0	0	0	0	17	0	16	28	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1654877	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1655039	0	0	0	2	7	9	6	15	0	2	1	0	0	0	0	0	0	0	0	0	0
EK4_k141_1655340	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1655534	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1655683	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1655801	0	0	0	0	4	2	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1656346	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1656911	10	23	23	48	40	29	46	43	7	17	3	19	0	0	0	0	0	0	0	0	0
EK4_k141_1656981	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1656996	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1657304	0	1	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1658300	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1659029	0	0	1	0	8	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_165905	0	0	3	1	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1659117	5	5	16	3	13	14	28	44	0	7	9	0	0	0	0	0	0	0	0	0	0
EK4_k141_1659298	0	0	0	0	6	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1659614	0	0	4	0	53	4	117	302	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1659868	0	0	0	0	2	5	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1660161	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1660346	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EK4_k141_1661218	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
